Test,TestId,Type,Item,Message,Data,Path
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/cobbled_limestone.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/cobbled_shadowstone.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/cracked_bricks.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/cracked_honey_bricks.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/cracked_limestone_bricks.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/cube_cosmetic_attachable.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/cut_block.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/cut_nebula_block.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/death_bulb.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/demonic_bulb.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/furnace_golem_trophy.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/galaxy_bulb.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/godly_bulb.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/golden_turnip_block.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/hellish_bulb.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/holy_bulb.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/honey_bricks.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/honey_tiles.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/knightling_trophy.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/limestone_bulb.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/limestone_tombstone.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/listener_antennas.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/magnet_block.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/medic_bulb.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/molten_1_armor.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/molten_2_armor.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/molten_bulb.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/nebula_bulb.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/onyx_bulb.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/polished_limestone.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/radium_bulb.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/shade_bulb.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/spell_crafter.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/sundial_1.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/sundial_2.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/sundial_3.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/sundial_4.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/sundial_5.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/sundial_6.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/sundial_7.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/sundial_8.texture_set.json,
CADDONREQ,210,Error,,"Found a Vibrant Visuals related file, which is not supported in cooperative add-ons (for now).",,/resource_packs/pfe/textures/poke/pfe/void_bulb.texture_set.json,
CADDONREQ,101,Error,,"Found a loose file in the font folder. Should only see files in the folder font\creatorshortname\gamename\","glyph_F0.png",,
CADDONREQ,108,Error,,"Secondary folder 'poke' in textures has more than one subfolder (besides 'common'), which is not supported. There should only be one folder (plus optionally 'common') in pack\textures\poke\<mygamename>","poke",,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:cod",/behavior_packs/pfe/entities/hostile/piranha.behavior.json,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:enderman",/behavior_packs/pfe/entities/hostile/sculk_enderman.behavior.json,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:guardian",/behavior_packs/pfe/entities/hostile/woodspike_guardian.behavior.json,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:snowball",/behavior_packs/pfe/entities/misc/dummy_block.behavior.json,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:chest_minecart",/behavior_packs/pfe/entities/misc/mail_cart.behavior.json,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:snowball",/behavior_packs/pfe/entities/misc/seat.behavior.json,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:cod",/behavior_packs/pfe/entities/passive/brown_sporefish.behavior.json,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:chicken",/behavior_packs/pfe/entities/passive/duck.behavior.json,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:allay",/behavior_packs/pfe/entities/passive/gilded_allay.behavior.json,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:squid",/behavior_packs/pfe/entities/passive/orange_squid.behavior.json,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:squid",/behavior_packs/pfe/entities/passive/pink_squid.behavior.json,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:allay",/behavior_packs/pfe/entities/passive/rat.behavior.json,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:cod",/behavior_packs/pfe/entities/passive/red_sporefish.behavior.json,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:cod",/behavior_packs/pfe/entities/passive/shallow_cod.behavior.json,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:dolphin",/behavior_packs/pfe/entities/passive/shroomfin.behavior.json,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:cod",/behavior_packs/pfe/entities/passive/sporefish.behavior.json,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:cat",/behavior_packs/pfe/entities/passive/warped_sporecat.behavior.json,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:goat",/behavior_packs/pfe/entities/passive/woods_goat.behavior.json,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:fireball",/behavior_packs/pfe/entities/projectiles/blaze_ring_proj.behavior.json,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:dragon_fireball",/behavior_packs/pfe/entities/projectiles/dragon_rign_proj.behavior.json,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:egg",/behavior_packs/pfe/entities/projectiles/duck_egg.behavior.json,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:arrow",/behavior_packs/pfe/entities/projectiles/necromancer_staff_orb.behavior.json,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:ender_pearl",/behavior_packs/pfe/entities/projectiles/shade_ring_projectile.behavior.json,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:snowball",/behavior_packs/pfe/entities/projectiles/shuriken.behavior.json,
STRICT,101,Error,,"Uses a runtime_identifier override","minecraft:ender_pearl",/behavior_packs/pfe/entities/projectiles/warp_ring_projectile.behavior.json,
MINENGINEVER,605,Info,,"Behavior pack manifest min_engine_version",1,21,90,/behavior_packs/pfe/manifest.json,
MINENGINEVER,614,Info,,"Resource pack manifest format_version",1,21,90,/resource_packs/pfe/manifest.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:barometer",/behavior_packs/pfe/blocks/auto/barometer.block.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:dirter",/behavior_packs/pfe/blocks/auto/dirter.block.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:duster",/behavior_packs/pfe/blocks/auto/duster.block.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:magnet",/behavior_packs/pfe/blocks/auto/magnet.block.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:beeulb",/behavior_packs/pfe/blocks/bulbs/beeulb.block.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:limestone",/behavior_packs/pfe/blocks/limestone/limestone.block.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:onyx",/behavior_packs/pfe/blocks/ore/overworld/deepslate_onyx_ore.block.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:magic_8_ball",/behavior_packs/pfe/blocks/other/magic_8_ball.block.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:turnip",/behavior_packs/pfe/blocks/other/turnip.block.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:shadowstone",/behavior_packs/pfe/blocks/shadowstone/shadowstone.block.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:dragon",/behavior_packs/pfe/entities/bosses/dragon.behavior.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:knightling",/behavior_packs/pfe/entities/bosses/knightling.behavior.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:listener",/behavior_packs/pfe/entities/bosses/listener.behavior.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:necromancer",/behavior_packs/pfe/entities/bosses/necromancer.behavior.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:snowman",/behavior_packs/pfe/entities/bosses/snowman.behavior.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:zombken",/behavior_packs/pfe/entities/bosses/zombken.behavior.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:piranha",/behavior_packs/pfe/entities/hostile/piranha.behavior.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:striker",/behavior_packs/pfe/entities/hostile/striker.behavior.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:seat",/behavior_packs/pfe/entities/misc/seat.behavior.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:duck",/behavior_packs/pfe/entities/passive/duck.behavior.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:raccoon",/behavior_packs/pfe/entities/passive/raccoon.behavior.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:rat",/behavior_packs/pfe/entities/passive/rat.behavior.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:shroomfin",/behavior_packs/pfe/entities/passive/shroomfin.behavior.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:sporefish",/behavior_packs/pfe/entities/passive/sporefish.behavior.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:yak",/behavior_packs/pfe/entities/passive/yak.behavior.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:scrapper",/behavior_packs/pfe/entities/trader/scrapper.behavior.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:shopkeeper",/behavior_packs/pfe/entities/trader/shopkeeper.behavior.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:goggles",/behavior_packs/pfe/items/armor/cosmetic/n/goggles.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:ferret",/behavior_packs/pfe/items/armor/cosmetic/o/ferret.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:fishbowl",/behavior_packs/pfe/items/armor/cosmetic/o/fishbowl.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:ghost",/behavior_packs/pfe/items/armor/cosmetic/o/ghost.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:halo",/behavior_packs/pfe/items/armor/cosmetic/o/halo.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:horns",/behavior_packs/pfe/items/armor/cosmetic/o/horns.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:maxwell",/behavior_packs/pfe/items/armor/cosmetic/o/maxwell.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:turnip",/behavior_packs/pfe/items/block_items/turnip.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:baguette",/behavior_packs/pfe/items/food/baguette.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:cheese",/behavior_packs/pfe/items/food/cheese.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:eggnog",/behavior_packs/pfe/items/food/eggnog.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:toast",/behavior_packs/pfe/items/food/toast.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:antenna",/behavior_packs/pfe/items/ingredients/electric/antenna.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:plastic",/behavior_packs/pfe/items/ingredients/electric/plastic.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:receiver",/behavior_packs/pfe/items/ingredients/electric/receiver.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:wire",/behavior_packs/pfe/items/ingredients/electric/wire.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:calendar",/behavior_packs/pfe/items/misc/calender.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke-pfe:identifier",/behavior_packs/pfe/items/misc/identifier.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:shuriken",/behavior_packs/pfe/items/old_items/shuriken.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:ring_2",/behavior_packs/pfe/items/rings/blaze_ring.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:ring_4",/behavior_packs/pfe/items/rings/dragon_ring.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:ring_1",/behavior_packs/pfe/items/rings/rain_ring.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:ring_3",/behavior_packs/pfe/items/rings/warp_ring.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:blazooka",/behavior_packs/pfe/items/tools/blazooka.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:jackhammer",/behavior_packs/pfe/items/tools/jackhammer.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:purifier",/behavior_packs/pfe/items/tools/purifier.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:windzooka",/behavior_packs/pfe/items/tools/windzooka.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:zombifier",/behavior_packs/pfe/items/tools/zombifier.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:sundial",/behavior_packs/pfe/items/tools/electric/sundial.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:haxel",/behavior_packs/pfe/items/tools/haxel/onyx_haxel.item.json,
CADDONIREQ,112,Error,,"JSON namespaced identifier is not in the expected form of creatorshortname_projectshortname:myitem","poke:budificator",/behavior_packs/pfe/items/tools/upgraders/vanilla/budificator.item.json,
PACKSIZE,1,Test success,,"Pack Size Information (PACKSIZE) completed successfully",,,
CADDONREQ,0,Test fail,,"Found 70 errors for Cooperative Add-On Requirements (CADDONREQ).",,,
STRICT,0,Test fail,,"Found 25 errors for Strict Platform Info Generator (STRICT).",,,
TEXTURE,1,Test success,,"Texture Validation (TEXTURE) completed successfully",,,
MINENGINEVER,1,Test success,,"Min Engine Version (MINENGINEVER) completed successfully",,,
WORLDDATA,1,Test success,,"World Data Validation (WORLDDATA) completed successfully",,,
CADDONIREQ,0,Test fail,,"Found 58 errors for Cooperative Add-On Item Requirements Generator (CADDONIREQ).",,,
