Test,TestId,Type,Item,Message,Data,Path
SHARING,210,Error,cut_nebula_block.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/cut_nebula_block.texture_set.json,
SHARING,210,Error,death_bulb.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/death_bulb.texture_set.json,
SHARING,210,Error,demonic_bulb.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/demonic_bulb.texture_set.json,
SHARING,210,Error,furnace_golem_trophy.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/furnace_golem_trophy.texture_set.json,
SHARING,210,Error,galaxy_bulb.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/galaxy_bulb.texture_set.json,
SHARING,210,Error,godly_bulb.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/godly_bulb.texture_set.json,
SHARING,210,Error,golden_turnip_block.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/golden_turnip_block.texture_set.json,
SHARING,210,Error,hellish_bulb.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/hellish_bulb.texture_set.json,
SHARING,210,Error,holy_bulb.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/holy_bulb.texture_set.json,
SHARING,210,Error,honey_bricks.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/honey_bricks.texture_set.json,
SHARING,210,Error,honey_tiles.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/honey_tiles.texture_set.json,
SHARING,210,Error,knightling_trophy.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/knightling_trophy.texture_set.json,
SHARING,210,Error,limestone_bulb.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/limestone_bulb.texture_set.json,
SHARING,210,Error,limestone_tombstone.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/limestone_tombstone.texture_set.json,
SHARING,210,Error,listener_antennas.block.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/listener_antennas.block.texture_set.json,
SHARING,210,Error,magnet_block.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/magnet_block.texture_set.json,
SHARING,210,Error,medic_bulb.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/medic_bulb.texture_set.json,
SHARING,210,Error,molten_1_armor.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/molten_1_armor.texture_set.json,
SHARING,210,Error,molten_2_armor.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/molten_2_armor.texture_set.json,
SHARING,210,Error,molten_bulb.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/molten_bulb.texture_set.json,
SHARING,210,Error,nebula_bulb.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/nebula_bulb.texture_set.json,
SHARING,210,Error,onyx_bulb.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/onyx_bulb.texture_set.json,
SHARING,210,Error,polished_limestone.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/polished_limestone.texture_set.json,
SHARING,210,Error,radium_bulb.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/radium_bulb.texture_set.json,
SHARING,210,Error,shade_bulb.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/shade_bulb.texture_set.json,
SHARING,210,Error,spell_crafter.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/spell_crafter.texture_set.json,
SHARING,210,Error,sundial_1.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/sundial_1.texture_set.json,
SHARING,210,Error,sundial_2.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/sundial_2.texture_set.json,
SHARING,210,Error,sundial_3.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/sundial_3.texture_set.json,
SHARING,210,Error,sundial_4.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/sundial_4.texture_set.json,
SHARING,210,Error,sundial_5.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/sundial_5.texture_set.json,
SHARING,210,Error,sundial_6.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/sundial_6.texture_set.json,
SHARING,210,Error,sundial_7.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/sundial_7.texture_set.json,
SHARING,210,Error,sundial_8.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/sundial_8.texture_set.json,
SHARING,210,Error,void_bulb.texture_set.json,"Found a Vibrant Visuals related file, which is not supported in sharing scenarios (for now).",,/resource_packs/pfe/textures/poke/pfe/void_bulb.texture_set.json,
SHARING,0,Test fail,,"Found 65 errors for Sharing Best Practices Information (SHARING).",,,
